,Unnamed: 0,business_code_x,cust_number_x,total_open_amount_x,cust_payment_terms_x,document_create_date_day,document_create_date_month,document_create_date_year,document_create_date_quarter,delay,Payment date prediction,Aging_Bucket,business_code_y,cust_number_y,name_customer,clear_date,buisness_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,area_business,total_open_amount_y,baseline_create_date,cust_payment_terms_y,invoice_id,isOpen
5420,27214,2,5,169.6,15506.0,16,3,2020,1,5,2020-04-05,1-15days,U001,0200726979,BJ'S  trust,,2020.0,1930654591.0,2020-03-16,2020-03-16,2020-03-16,2020-03-31,USD,RV,1.0,,169.6,2020-03-16,NAA8,1930654591.0,1
5421,27218,2,2,37820.73,590.0,11,3,2020,1,-18,2020-04-27,0 days,U001,0200739534,OK systems,,2020.0,1930638420.0,2020-03-11,2020-03-11,2020-03-11,2020-05-15,USD,RV,1.0,,37820.73,2020-03-11,NAGD,1930638420.0,1
5422,27219,2,1,74840.79,590.0,16,3,2020,1,-22,2020-04-29,0 days,U001,0200794332,COST systems,,2020.0,1930655599.0,2020-03-17,2020-03-16,2020-03-17,2020-05-21,USD,RV,1.0,,74840.79,2020-03-17,NAGD,1930655599.0,1
5423,27225,2,10,1642.14,1033.0,7,5,2020,2,-7,2020-05-17,0 days,U001,0200803720,DEC co,,2020.0,1930872363.0,2020-05-07,2020-05-07,2020-05-07,2020-05-24,USD,RV,1.0,,1642.14,2020-05-01,NAM4,1930872363.0,1
5424,27230,2,1,31703.33,1354.0,1,3,2020,1,0,2020-03-18,0 days,U001,0200435191,C& associates,,2020.0,1930585169.0,2020-03-03,2020-03-01,2020-03-03,2020-03-18,USD,RV,1.0,,31703.33,2020-03-03,NAC6,1930585169.0,1
5425,27234,2,6,48748.97,712.0,13,3,2020,1,1,2020-03-29,1-15days,U001,0200772670,ASSOCIAT ,,2020.0,1930647180.0,2020-03-13,2020-03-13,2020-03-13,2020-03-28,USD,RV,1.0,,48748.97,2020-03-13,NAU5,1930647180.0,1
5426,27237,0,3,65734.49760245901,2968.0,16,3,2020,1,8,2020-04-04,1-15days,CA02,0140104440,SO systems,,2020.0,2960621136.0,2020-03-16,2020-03-16,2020-03-16,2020-03-27,CAD,RV,1.0,,81293.55,2020-03-17,CA10,2960621136.0,1
5427,27243,2,5,233.76,15506.0,18,4,2020,2,6,2020-05-10,1-15days,U001,0200726979,BJ'S  foundation,,2020.0,1930801067.0,2020-04-19,2020-04-18,2020-04-19,2020-05-04,USD,RV,1.0,,233.76,2020-04-19,NAA8,1930801067.0,1
5428,27245,2,2,17283.5,15506.0,25,3,2020,1,2,2020-04-12,1-15days,U001,0200729290,KROGER foundation,,2020.0,1930693662.0,2020-03-26,2020-03-25,2020-03-26,2020-04-10,USD,RV,1.0,,17283.5,2020-03-26,NAA8,1930693662.0,1
5429,27246,2,1,98725.49,15506.0,26,4,2020,2,0,2020-05-12,0 days,U001,0200704858,WAKE in,,2020.0,1930828453.0,2020-04-27,2020-04-26,2020-04-27,2020-05-12,USD,RV,1.0,,98725.49,2020-04-27,NAA8,1930828453.0,1
5430,27247,2,203,15449.12,15506.0,13,4,2020,2,1,2020-04-30,1-15days,U001,0200756072,REINHA in,,2020.0,1930776871.0,2020-04-14,2020-04-13,2020-04-14,2020-04-29,USD,RV,1.0,,15449.12,2020-04-14,NAA8,1930776871.0,1
5431,27249,2,1,661.11,10524.0,11,4,2020,2,1,2020-04-28,1-15days,U001,0200769623,WAL-MAR us,,2020.0,1930777444.0,2020-04-12,2020-04-11,2020-04-12,2020-04-27,USD,RV,1.0,,661.11,2020-04-12,NAH4,1930777444.0,1
5432,27259,2,1,2745.56,10524.0,31,3,2020,1,0,2020-04-16,0 days,U001,0200769623,WAL-MAR co,,2020.0,1930724812.0,2020-04-01,2020-03-31,2020-04-01,2020-04-16,USD,RV,1.0,,2745.56,2020-04-01,NAH4,1930724812.0,1
5433,27263,2,1,433.5,1033.0,9,4,2020,2,-5,2020-04-19,0 days,U001,0200020431,DEC systems,,2020.0,1930764975.0,2020-04-09,2020-04-09,2020-04-09,2020-04-24,USD,RV,1.0,,433.5,2020-04-01,NAM4,1930764975.0,1
5434,27268,2,12,5638.55,15506.0,3,4,2020,2,0,2020-04-19,0 days,U001,0200744019,TARG ,,2020.0,1930739942.0,2020-04-04,2020-04-03,2020-04-04,2020-04-19,USD,RV,1.0,,5638.55,2020-04-04,NAA8,1930739942.0,1
5435,27269,2,3,2399.11,15506.0,25,3,2020,1,1,2020-04-11,1-15days,U001,0200764795,SYSCO  us,,2020.0,1930693575.0,2020-03-26,2020-03-25,2020-03-26,2020-04-10,USD,RV,1.0,,2399.11,2020-03-26,NAA8,1930693575.0,1
5436,27271,2,1,18149.65,10524.0,22,4,2020,2,0,2020-05-08,0 days,U001,0200769623,WAL-MAR llc,,2020.0,1930812783.0,2020-04-23,2020-04-22,2020-04-23,2020-05-08,USD,RV,1.0,,18149.65,2020-04-23,NAH4,1930812783.0,1
5437,27275,2,1,48843.69,950.0,6,4,2020,2,3,2020-04-25,1-15days,U001,0200794332,COST trust,,2020.0,1930752932.0,2020-04-07,2020-04-06,2020-04-07,2020-04-22,USD,RV,1.0,,48843.69,2020-04-07,NAAX,1930752932.0,1
5438,27277,2,1,1991.84,10524.0,29,2,2020,1,3,2020-03-19,1-15days,U001,0200769623,WAL-MAR foundation,,2020.0,1930581093.0,2020-03-01,2020-02-29,2020-03-01,2020-03-16,USD,RV,1.0,,1991.84,2020-03-01,NAH4,1930581093.0,1
5439,27280,2,1,20562.74,15506.0,4,5,2020,2,0,2020-05-20,0 days,U001,0200701040,SOUTHE corp,,2020.0,1930843309.0,2020-05-05,2020-05-04,2020-05-05,2020-05-20,USD,RV,1.0,,20562.74,2020-05-05,NAA8,1930843309.0,1
5440,27281,2,5,33.18,15506.0,20,3,2020,1,6,2020-04-10,1-15days,U001,0200726979,BJ'S  llc,,2020.0,1930674493.0,2020-03-20,2020-03-20,2020-03-20,2020-04-04,USD,RV,1.0,,33.18,2020-03-20,NAA8,1930674493.0,1
5441,27294,2,1,2237.43,10524.0,20,3,2020,1,2,2020-04-06,1-15days,U001,0200769623,WAL-MAR co,,2020.0,1930681926.0,2020-03-20,2020-03-20,2020-03-20,2020-04-04,USD,RV,1.0,,2237.43,2020-03-20,NAH4,1930681926.0,1
5442,27296,2,3,7384.8,348.0,11,5,2020,2,4,2020-05-26,1-15days,U001,0200630112,DOUB llc,,2020.0,1930886199.0,2020-05-12,2020-05-11,2020-05-12,2020-05-22,USD,RV,1.0,,7384.8,2020-05-12,NA10,1930886199.0,1
5443,27299,2,4,5907.53,1354.0,19,3,2020,1,0,2020-04-04,0 days,U001,0200762301,C&S WH foundation,,2020.0,1930671328.0,2020-03-20,2020-03-19,2020-03-20,2020-04-04,USD,RV,1.0,,5907.53,2020-03-20,NAC6,1930671328.0,1
5444,27305,2,2,4551.04,207.0,20,3,2020,1,0,2020-03-23,0 days,U001,0200230690,DECA trust,,2020.0,1930674332.0,2020-03-20,2020-03-20,2020-03-20,2020-03-23,USD,RV,1.0,,4551.04,2020-03-16,NAM1,1930674332.0,1
5445,27315,2,131,84487.09,15506.0,25,4,2020,2,0,2020-05-11,0 days,U001,0200743123,KROGER in,,2020.0,1930827337.0,2020-04-26,2020-04-25,2020-04-26,2020-05-11,USD,RV,1.0,,84487.09,2020-04-26,NAA8,1930827337.0,1
5446,27317,2,345,76391.93,15506.0,23,3,2020,1,0,2020-04-07,0 days,U001,0200743129,BROOKS ,,2020.0,1930687081.0,2020-03-23,2020-03-23,2020-03-23,2020-04-07,USD,RV,1.0,,76391.93,2020-03-23,NAA8,1930687081.0,1
5447,27318,2,1,471.56,10524.0,27,4,2020,2,3,2020-05-15,1-15days,U001,0200769623,WAL-MAR foundation,,2020.0,1930831173.0,2020-04-27,2020-04-27,2020-04-27,2020-05-12,USD,RV,1.0,,471.56,2020-04-27,NAH4,1930831173.0,1
5448,27321,0,10,71.74765983606557,2968.0,16,4,2020,2,17,2020-05-21,16-30days,CA02,0140106293,ATLANT in,,2020.0,2960628643.0,2020-04-16,2020-04-16,2020-04-16,2020-05-04,CAD,RV,1.0,,88.73,2020-04-24,CA10,2960628643.0,1
5449,27325,2,5,214.36,15506.0,12,3,2020,1,5,2020-04-02,1-15days,U001,0200726979,BJ'S  systems,,2020.0,1930645662.0,2020-03-13,2020-03-12,2020-03-13,2020-03-28,USD,RV,1.0,,214.36,2020-03-13,NAA8,1930645662.0,1
5450,27328,2,1,39330.7,10524.0,4,3,2020,1,0,2020-03-19,0 days,U001,0200769623,WAL-MAR ,,2020.0,1930598536.0,2020-03-04,2020-03-04,2020-03-04,2020-03-19,USD,RV,1.0,,39330.7,2020-03-04,NAH4,1930598536.0,1
5451,27334,2,156,4069.81,10524.0,30,3,2020,1,2,2020-04-17,1-15days,U001,0200759878,SA us,,2020.0,1930723205.0,2020-03-31,2020-03-30,2020-03-31,2020-04-15,USD,RV,1.0,,4069.81,2020-03-31,NAH4,1930723205.0,1
5452,27339,2,2,4009.12,462.0,17,3,2020,1,5,2020-03-16,1-15days,U001,0200592182,DECA systems,,2020.0,1930659777.0,2020-03-17,2020-03-17,2020-03-17,2020-03-11,USD,RV,1.0,,4009.12,2020-03-01,NAM2,1930659777.0,1
5453,27340,2,3,43636.42,15506.0,7,5,2020,2,1,2020-05-23,1-15days,U001,200763489,GENERAL foundation,,2020.0,1930872773.0,2020-05-07,2020-05-07,2020-05-07,2020-05-22,USD,RV,1.0,,43636.42,2020-05-07,NAA8,1930872773.0,1
5454,27346,2,1,7662.88,10524.0,1,5,2020,2,1,2020-05-18,1-15days,U001,0200769623,WAL-MAR foundation,,2020.0,1930846944.0,2020-05-02,2020-05-01,2020-05-02,2020-05-17,USD,RV,1.0,,7662.88,2020-05-02,NAH4,1930846944.0,1
5455,27347,2,1,516.0,15506.0,30,4,2020,2,3,2020-05-18,1-15days,U001,0200806580,BE trust,,2020.0,1930843402.0,2020-04-30,2020-04-30,2020-04-30,2020-05-15,USD,RV,1.0,,516.0,2020-04-30,NAA8,1930843402.0,1
5456,27348,2,5,126.92,15506.0,19,4,2020,2,5,2020-05-09,1-15days,U001,0200726979,BJ'S  associates,,2020.0,1930802134.0,2020-04-19,2020-04-19,2020-04-19,2020-05-04,USD,RV,1.0,,126.92,2020-04-19,NAA8,1930802134.0,1
5457,27349,2,1,1329.23,10524.0,18,3,2020,1,0,2020-04-04,0 days,U001,0200769623,WAL-MAR systems,,2020.0,1930667405.0,2020-03-20,2020-03-18,2020-03-20,2020-04-04,USD,RV,1.0,,1329.23,2020-03-20,NAH4,1930667405.0,1
5458,27355,2,13,103383.18,15506.0,7,3,2020,1,1,2020-03-22,1-15days,U001,0200752302,KROGER ,,2020.0,1930618635.0,2020-03-06,2020-03-07,2020-03-06,2020-03-21,USD,RV,1.0,,103383.18,2020-03-06,NAA8,1930618635.0,1
5459,27365,2,2,53183.6,15506.0,25,3,2020,1,0,2020-04-08,0 days,U001,0200795490,HY -  us,,2020.0,1930699536.0,2020-03-24,2020-03-25,2020-03-24,2020-04-08,USD,RV,1.0,,53183.6,2020-03-24,NAA8,1930699536.0,1
5460,27368,2,2,55334.26,15506.0,17,4,2020,2,2,2020-05-08,1-15days,U001,0200761734,H E BUT associates,,2020.0,1930797475.0,2020-04-21,2020-04-17,2020-04-21,2020-05-06,USD,RV,1.0,,55334.26,2020-04-21,NAA8,1930797475.0,1
5461,27372,2,12,11813.48,15506.0,21,4,2020,2,0,2020-05-07,0 days,U001,0200744019,TARG foundation,,2020.0,1930809059.0,2020-04-22,2020-04-21,2020-04-22,2020-05-07,USD,RV,1.0,,11813.48,2020-04-22,NAA8,1930809059.0,1
5462,27373,2,1,13328.75,10524.0,16,3,2020,1,0,2020-04-01,0 days,U001,0200769623,WAL-MAR corporation,,2020.0,1930655281.0,2020-03-17,2020-03-16,2020-03-17,2020-04-01,USD,RV,1.0,,13328.75,2020-03-17,NAH4,1930655281.0,1
5463,27375,0,1,91961.2146434426,2968.0,24,3,2020,1,21,2020-04-26,16-30days,CA02,0140104409,LOB associates,,2020.0,2960623511.0,2020-03-24,2020-03-24,2020-03-24,2020-04-05,CAD,RV,1.0,,113728.01,2020-03-26,CA10,2960623511.0,1
5464,27380,2,1,35398.58,950.0,2,4,2020,2,3,2020-04-24,1-15days,U001,0200794332,COST trust,,2020.0,1930736972.0,2020-04-06,2020-04-02,2020-04-06,2020-04-21,USD,RV,1.0,,35398.58,2020-04-06,NAAX,1930736972.0,1
5465,27392,2,1,59216.74,10524.0,10,4,2020,2,0,2020-04-26,0 days,U001,0200769623,WAL-MAR foundation,,2020.0,1930775582.0,2020-04-11,2020-04-10,2020-04-11,2020-04-26,USD,RV,1.0,,59216.74,2020-04-11,NAH4,1930775582.0,1
5466,27405,2,3,66344.76,15506.0,18,3,2020,1,2,2020-04-05,1-15days,U001,0200739006,AL us,,2020.0,1930665792.0,2020-03-19,2020-03-18,2020-03-19,2020-04-03,USD,RV,1.0,,66344.76,2020-03-19,NAA8,1930665792.0,1
5467,27421,2,156,44312.27,10524.0,22,3,2020,1,0,2020-04-06,0 days,U001,0200759878,SA foundation,,2020.0,1930686535.0,2020-03-22,2020-03-22,2020-03-22,2020-04-06,USD,RV,1.0,,44312.27,2020-03-22,NAH4,1930686535.0,1
5468,27429,2,2,67532.24,15506.0,27,2,2020,1,1,2020-03-15,1-15days,U001,0200622385,US  llc,,2020.0,1930572495.0,2020-02-28,2020-02-27,2020-02-28,2020-03-14,USD,RV,1.0,,67532.24,2020-02-28,NAA8,1930572495.0,1
5469,27431,2,1,607.92,10524.0,17,3,2020,1,3,2020-04-05,1-15days,U001,0200769623,WAL-MAR corporation,,2020.0,1930661806.0,2020-03-18,2020-03-17,2020-03-18,2020-04-02,USD,RV,1.0,,607.92,2020-03-18,NAH4,1930661806.0,1
5470,27434,2,1,95332.78,15506.0,7,5,2020,2,-2,2020-05-20,0 days,U001,0200707822,PUBLI foundation,,2020.0,1930877709.0,2020-05-07,2020-05-07,2020-05-07,2020-05-22,USD,RV,1.0,,95332.78,2020-05-07,NAA8,1930877709.0,1
5471,27444,2,5,77590.69,15506.0,30,3,2020,1,0,2020-04-15,0 days,U001,0200148860,DOLLA associates,,2020.0,1930715973.0,2020-03-31,2020-03-30,2020-03-31,2020-04-15,USD,RV,1.0,,77590.69,2020-03-31,NAA8,1930715973.0,1
5472,27445,2,1,5016.29,207.0,6,4,2020,2,-1,2020-04-07,0 days,U001,0200416837,DEC corporation,,2020.0,1930753268.0,2020-04-06,2020-04-06,2020-04-06,2020-04-08,USD,RV,1.0,,5016.29,2020-04-01,NAM1,1930753268.0,1
5473,27446,0,1,94954.40927868852,2968.0,9,4,2020,2,6,2020-04-30,1-15days,CA02,0140104409,LOB associates,,2020.0,2960627356.0,2020-04-09,2020-04-09,2020-04-09,2020-04-24,CAD,RV,1.0,,117429.68,2020-04-14,CA10,2960627356.0,1
5474,27449,2,156,15138.07,10524.0,6,4,2020,2,0,2020-04-22,0 days,U001,0200759878,SA us,,2020.0,1930753300.0,2020-04-07,2020-04-06,2020-04-07,2020-04-22,USD,RV,1.0,,15138.07,2020-04-07,NAH4,1930753300.0,1
5475,27452,2,2,7799.93,15506.0,4,3,2020,1,1,2020-03-26,1-15days,U001,0200696090,UNITE corporation,,2020.0,1930603214.0,2020-03-10,2020-03-04,2020-03-10,2020-03-25,USD,RV,1.0,,7799.93,2020-03-10,NAA8,1930603214.0,1
5476,27453,2,1,32755.51,10524.0,16,3,2020,1,0,2020-04-02,0 days,U001,0200769623,WAL-MAR systems,,2020.0,1930657352.0,2020-03-18,2020-03-16,2020-03-18,2020-04-02,USD,RV,1.0,,32755.51,2020-03-18,NAH4,1930657352.0,1
5477,27461,2,3,50784.52,15506.0,18,3,2020,1,1,2020-04-03,1-15days,U001,0200705742,DOT us,,2020.0,1930669542.0,2020-03-18,2020-03-18,2020-03-18,2020-04-02,USD,RV,1.0,,50784.52,2020-03-18,NAA8,1930669542.0,1
5478,27462,2,4,105390.07,1354.0,10,4,2020,2,-1,2020-04-25,0 days,U001,0200762301,C&S WH corporation,,2020.0,1930777100.0,2020-04-11,2020-04-10,2020-04-11,2020-04-26,USD,RV,1.0,,105390.07,2020-04-11,NAC6,1930777100.0,1
5479,27464,0,1,73580.71429918031,2968.0,8,3,2020,1,18,2020-04-07,16-30days,CA02,0140104409,LOB llc,,2020.0,2960618954.0,2020-03-08,2020-03-08,2020-03-08,2020-03-20,CAD,RV,1.0,,90996.93,2020-03-10,CA10,2960618954.0,1
5480,27470,2,1,4750.23,10524.0,31,3,2020,1,0,2020-04-16,0 days,U001,0200769623,WAL-MAR us,,2020.0,1930726427.0,2020-04-01,2020-03-31,2020-04-01,2020-04-16,USD,RV,1.0,,4750.23,2020-04-01,NAH4,1930726427.0,1
5481,27475,2,1,98098.37,15506.0,13,3,2020,1,-3,2020-03-25,0 days,U001,0200707822,PUBLI co,,2020.0,1930647827.0,2020-03-13,2020-03-13,2020-03-13,2020-03-28,USD,RV,1.0,,98098.37,2020-03-13,NAA8,1930647827.0,1
5482,27477,2,1,47979.74,10524.0,17,3,2020,1,0,2020-04-02,0 days,U001,0200769623,WAL-MAR trust,,2020.0,1930661714.0,2020-03-18,2020-03-17,2020-03-18,2020-04-02,USD,RV,1.0,,47979.74,2020-03-18,NAH4,1930661714.0,1
5483,27484,2,4,5171.75,259.0,28,4,2020,2,0,2020-05-28,0 days,U001,200139730,AGR corporation,,2020.0,1930834136.0,2020-04-28,2020-04-28,2020-04-28,2020-05-28,USD,RV,1.0,,5171.75,2020-04-28,NAD5,1930834136.0,1
5484,27491,2,1,7617.25,10524.0,5,5,2020,2,0,2020-05-21,0 days,U001,0200769623,WAL-MAR corp,,2020.0,1930856006.0,2020-05-06,2020-05-05,2020-05-06,2020-05-21,USD,RV,1.0,,7617.25,2020-05-06,NAH4,1930856006.0,1
5485,27495,2,2,70029.99,1354.0,18,3,2020,1,0,2020-04-03,0 days,U001,200762301,C&S WH foundation,,2020.0,1930670515.0,2020-03-19,2020-03-18,2020-03-19,2020-04-03,USD,RV,1.0,,70029.99,2020-03-19,NAC6,1930670515.0,1
5486,27496,2,6,74825.6,15506.0,11,3,2020,1,0,2020-03-26,0 days,U001,0200780383,MEIJ llc,,2020.0,1930637596.0,2020-03-11,2020-03-11,2020-03-11,2020-03-26,USD,RV,1.0,,74825.6,2020-03-11,NAA8,1930637596.0,1
5487,27497,2,1,1085.08,10524.0,23,3,2020,1,0,2020-04-07,0 days,U001,0200769623,WAL-MAR associates,,2020.0,1930687500.0,2020-03-23,2020-03-23,2020-03-23,2020-04-07,USD,RV,1.0,,1085.08,2020-03-23,NAH4,1930687500.0,1
5488,27498,2,1,20603.09,10524.0,29,3,2020,1,0,2020-04-13,0 days,U001,0200769623,WAL-MAR systems,,2020.0,1930718366.0,2020-03-29,2020-03-29,2020-03-29,2020-04-13,USD,RV,1.0,,20603.09,2020-03-29,NAH4,1930718366.0,1
5489,27499,2,131,79329.54,15506.0,22,4,2020,2,0,2020-05-08,0 days,U001,0200743123,KROGER co,,2020.0,1930817122.0,2020-04-23,2020-04-22,2020-04-23,2020-05-08,USD,RV,1.0,,79329.54,2020-04-23,NAA8,1930817122.0,1
5490,27500,2,5,18326.56,590.0,12,3,2020,1,-17,2020-04-29,0 days,U001,0200148860,DOLLA in,,2020.0,1930642839.0,2020-03-12,2020-03-12,2020-03-12,2020-05-16,USD,RV,1.0,,18326.56,2020-03-12,NAGD,1930642839.0,1
5491,27502,2,1,3669.95,10524.0,26,3,2020,1,0,2020-04-11,0 days,U001,0200769623,WAL-MAR corporation,,2020.0,1930705349.0,2020-03-27,2020-03-26,2020-03-27,2020-04-11,USD,RV,1.0,,3669.95,2020-03-27,NAH4,1930705349.0,1
5492,27504,2,1,6532.6,10524.0,18,4,2020,2,0,2020-05-05,0 days,U001,0200769623,WAL-MAR corporation,,2020.0,1930800050.0,2020-04-20,2020-04-18,2020-04-20,2020-05-05,USD,RV,1.0,,6532.6,2020-04-20,NAH4,1930800050.0,1
5493,27505,0,2,57781.61761475409,2968.0,17,4,2020,2,3,2020-04-30,1-15days,CA02,140104440,SO systems,,2020.0,2960629344.0,2020-04-17,2020-04-17,2020-04-17,2020-04-27,CAD,RV,1.0,,71458.26,2020-04-17,CA10,2960629344.0,1
5494,27507,2,6,126063.27,15506.0,3,5,2020,2,0,2020-05-18,0 days,U001,200881076,ALBERT trust,,2020.0,1930854415.0,2020-05-03,2020-05-03,2020-05-03,2020-05-18,USD,RV,1.0,,126063.27,2020-05-03,NAA8,1930854415.0,1
5495,27518,2,13,84069.2,15506.0,22,4,2020,2,1,2020-05-08,1-15days,U001,0200752302,KROGER llc,,2020.0,1930814602.0,2020-04-22,2020-04-22,2020-04-22,2020-05-07,USD,RV,1.0,,84069.2,2020-04-22,NAA8,1930814602.0,1
5496,27524,2,4,66734.29,15506.0,20,4,2020,2,0,2020-05-06,0 days,U001,0200936373,SUPE llc,,2020.0,1930803053.0,2020-04-21,2020-04-20,2020-04-21,2020-05-06,USD,RV,1.0,,66734.29,2020-04-21,NAA8,1930803053.0,1
5497,27538,2,1,65155.4,10524.0,11,4,2020,2,0,2020-04-28,0 days,U001,0200769623,WAL-MAR foundation,,2020.0,1930779236.0,2020-04-13,2020-04-11,2020-04-13,2020-04-28,USD,RV,1.0,,65155.4,2020-04-13,NAH4,1930779236.0,1
5498,27548,2,3,141369.42,15506.0,25,4,2020,2,0,2020-05-11,0 days,U001,0200773492,G & L  llc,,2020.0,1930827174.0,2020-04-26,2020-04-25,2020-04-26,2020-05-11,USD,RV,1.0,,141369.42,2020-04-26,NAA8,1930827174.0,1
5499,27552,2,2,1600.38,1033.0,2,3,2020,1,-5,2020-03-19,0 days,U001,0200230690,DECA llc,,2020.0,1930586067.0,2020-03-02,2020-03-02,2020-03-02,2020-03-24,USD,RV,1.0,,1600.38,2020-03-01,NAM4,1930586067.0,1
5500,27558,2,6,16806.87,712.0,28,4,2020,2,3,2020-05-16,1-15days,U001,0200772670,ASSOCIAT co,,2020.0,1930833710.0,2020-04-28,2020-04-28,2020-04-28,2020-05-13,USD,RV,1.0,,16806.87,2020-04-28,NAU5,1930833710.0,1
5501,27567,2,156,10998.59,10524.0,3,3,2020,1,-1,2020-03-17,0 days,U001,0200759878,SA ,,2020.0,1930597257.0,2020-03-03,2020-03-03,2020-03-03,2020-03-18,USD,RV,1.0,,10998.59,2020-03-03,NAH4,1930597257.0,1
5502,27570,2,1,38087.12,10524.0,28,2,2020,1,1,2020-03-16,1-15days,U001,0200769623,WAL-MAR trust,,2020.0,1930580499.0,2020-02-29,2020-02-28,2020-02-29,2020-03-15,USD,RV,1.0,,38087.12,2020-02-29,NAH4,1930580499.0,1
5503,27571,2,1,49446.18,10524.0,29,2,2020,1,0,2020-03-15,0 days,U001,0200769623,WAL-MAR ,,2020.0,1930584136.0,2020-02-29,2020-02-29,2020-02-29,2020-03-15,USD,RV,1.0,,49446.18,2020-02-29,NAH4,1930584136.0,1
5504,27575,2,1,20124.58,10524.0,15,4,2020,2,0,2020-04-30,0 days,U001,0200769623,WAL-MAR foundation,,2020.0,1930791391.0,2020-04-15,2020-04-15,2020-04-15,2020-04-30,USD,RV,1.0,,20124.58,2020-04-15,NAH4,1930791391.0,1
5505,27587,2,1,1322.24,10524.0,10,4,2020,2,0,2020-04-26,0 days,U001,0200769623,WAL-MAR us,,2020.0,1930776736.0,2020-04-11,2020-04-10,2020-04-11,2020-04-26,USD,RV,1.0,,1322.24,2020-04-11,NAH4,1930776736.0,1
5506,27598,2,407,110485.78,15506.0,3,3,2020,1,1,2020-03-20,1-15days,U001,0200777735,NASH  associates,,2020.0,1930593815.0,2020-03-04,2020-03-03,2020-03-04,2020-03-19,USD,RV,1.0,,110485.78,2020-03-04,NAA8,1930593815.0,1
5507,27599,2,1,16312.09,15506.0,22,4,2020,2,0,2020-05-07,0 days,U001,0200797452,US  co,,2020.0,1930814477.0,2020-04-22,2020-04-22,2020-04-22,2020-05-07,USD,RV,1.0,,16312.09,2020-04-22,NAA8,1930814477.0,1
5508,27600,2,1,85092.66,15506.0,6,4,2020,2,-2,2020-04-19,0 days,U001,200875006,KROGER llc,,2020.0,1930757546.0,2020-04-06,2020-04-06,2020-04-06,2020-04-21,USD,RV,1.0,,85092.66,2020-04-06,NAA8,1930757546.0,1
5509,27609,0,9,50180.19846721312,2968.0,18,3,2020,1,2,2020-04-06,1-15days,CA02,0140104249,SOB foundation,,2020.0,2960622210.0,2020-03-18,2020-03-18,2020-03-18,2020-04-04,CAD,RV,1.0,,62057.62,2020-03-25,CA10,2960622210.0,1
5510,27615,0,1,58441.747836065566,2968.0,21,4,2020,2,5,2020-05-08,1-15days,CA02,0140104429,COSTCO llc,,2020.0,2960629090.0,2020-04-21,2020-04-21,2020-04-21,2020-05-03,CAD,RV,1.0,,72274.64,2020-04-23,CA10,2960629090.0,1
5511,27616,2,3,20003.48,15506.0,28,2,2020,1,2,2020-03-15,1-15days,U001,0200764795,SYSCO  corporation,,2020.0,1930580285.0,2020-02-27,2020-02-28,2020-02-27,2020-03-13,USD,RV,1.0,,20003.48,2020-02-27,NAA8,1930580285.0,1
5512,27618,2,6,134042.18,712.0,17,3,2020,1,3,2020-04-04,1-15days,U001,0200772670,ASSOCIAT corp,,2020.0,1930661018.0,2020-03-17,2020-03-17,2020-03-17,2020-04-01,USD,RV,1.0,,134042.18,2020-03-17,NAU5,1930661018.0,1
5513,27630,2,1,3328.01,15506.0,30,3,2020,1,1,2020-04-15,1-15days,U001,0200974851,RESTA us,,2020.0,1930719489.0,2020-03-30,2020-03-30,2020-03-30,2020-04-14,USD,RV,1.0,,3328.01,2020-03-30,NAA8,1930719489.0,1
5514,27636,2,6,50675.79,15506.0,25,3,2020,1,-1,2020-04-09,0 days,U001,0200780383,MEIJ systems,,2020.0,1930700034.0,2020-03-26,2020-03-25,2020-03-26,2020-04-10,USD,RV,1.0,,50675.79,2020-03-26,NAA8,1930700034.0,1
5515,27653,2,10,3970.24,462.0,7,5,2020,2,0,2020-05-11,0 days,U001,0200803720,DEC co,,2020.0,1930872717.0,2020-05-07,2020-05-07,2020-05-07,2020-05-11,USD,RV,1.0,,3970.24,2020-05-01,NAM2,1930872717.0,1
5516,27654,2,1,27031.2,15506.0,3,4,2020,2,0,2020-04-21,0 days,U001,0200290370,BARGAIN  corp,,2020.0,1930739413.0,2020-04-06,2020-04-03,2020-04-06,2020-04-21,USD,RV,1.0,,27031.2,2020-04-06,NAA8,1930739413.0,1
5517,27655,2,1,48420.34,10524.0,17,3,2020,1,0,2020-04-03,0 days,U001,0200769623,WAL-MAR us,,2020.0,1930664206.0,2020-03-19,2020-03-17,2020-03-19,2020-04-03,USD,RV,1.0,,48420.34,2020-03-19,NAH4,1930664206.0,1
5518,27663,2,5,931.47,15506.0,23,3,2020,1,2,2020-04-10,1-15days,U001,0200726979,BJ'S  ,,2020.0,1930690102.0,2020-03-24,2020-03-23,2020-03-24,2020-04-08,USD,RV,1.0,,931.47,2020-03-24,NAA8,1930690102.0,1
5519,27667,2,1,13699.92,590.0,17,3,2020,1,-18,2020-05-05,0 days,U001,0200704858,WAKE foundation,,2020.0,1930663827.0,2020-03-19,2020-03-17,2020-03-19,2020-05-23,USD,RV,1.0,,13699.92,2020-03-19,NAGD,1930663827.0,1
5520,27679,2,1,2522.1,15506.0,21,4,2020,2,0,2020-05-08,0 days,U001,0200418007,AM foundation,,2020.0,1930806598.0,2020-04-23,2020-04-21,2020-04-23,2020-05-08,USD,RV,1.0,,2522.1,2020-04-23,NAA8,1930806598.0,1
